"id","version","sources","subtype","class","names","level","has_parts","height","is_underground","num_floors","min_height","min_floor","num_floors_underground","facade_color","facade_material","roof_material","roof_shape","roof_orientation","roof_color","geometry"
"08b195da49d33fff0200b1a3ec6aba63",0,"[ { ""property"": """", ""dataset"": ""OpenStreetMap"", ""record_id"": ""w667366337@7"", ""update_time"": ""2022-06-17T19:19:06.000Z"", ""confidence"": null } ]",NULL,NULL,"{ ""primary"": ""Embassy of the People's Republic of China"", ""common"": [ [ ""en"", ""Embassy of the People's Republic of China"" ], [ ""fr"", ""Ambassade de Chine"" ], [ ""zh"", ""中华人民共和国大使馆"" ] ], ""rules"": null }",NULL,False,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0103000020E61000000100000012000000DF0C480C4CB8C2BF750BB842B3C24940A0EC1CB924BDC2BF6FF25B74B2C24940DF162CD505BCC2BF7CC0F2D6AFC249403C7F7FEFDBB5C2BF8E3F51D9B0C24940F10236316EB4C2BF5405FE4BADC249406EFF250406A4C2BF17E1DC15B0C249402FF2576DA3A6C2BFBB97A02BB6C24940A990E16712ABC2BFEB35E26EB5C24940655AF67F69ACC2BFF711AE36B5C24940ED5E93DA30AFC2BFD30DB9BEB4C24940A3A0CA1FC2AEC2BFAA4C8CC0B3C24940B67B5E961BB1C2BF51BF0B5BB3C2494002C985144DB1C2BF638621CDB3C249409F1AD423B2B4C2BF394F2B3BB3C24940A426B0EF79B4C2BFB00FFCB9B2C249408A5B0531D0B5C2BF282CF180B2C24940DB13C9FC48B6C2BF57201F99B3C24940DF0C480C4CB8C2BF750BB842B3C24940"
